	site_number	state	runway_id	runway_length	runway_width	runway_surface_type_cond	runway_surface_treatment	edge_lights_intensity	base_end_id	base_true_alignment	base_ils_type	base_right_pattern	base_markings_type	base_markings_cond	base_latitude	base_latitude_s	base_longitude	base_longitude_s	base_elevation	base_crossing_height	base_glide_path_angle	base_displaced_length	base_vasi	base_centerline_lights	base_touchdown_lights	base_object	base_object_height	reciprocal_end_id	rcpr_true_alignment	rcpr_ils_type	rcpr_right_pattern	rcpr_markings_type	rcpr_markings_cond	rcpr_latitude	rcpr_latitude_s	rcpr_longitude	rcpr_longitude_s	rcpr_elevation	rcpr_crossing_height	rcpr_glide_path_angle	rcpr_displaced_length	rcpr_vasi	rcpr_centerline_lights	rcpr_touchdown_lights	rcpr_object	rcpr_object_height	runway_capacity_lbs_sw	runway_capacity_lbs_dw	runway_capacity_lbs_dt	runway_capacity_lbs_ddt	base_tora	base_toda	base_asda	base_lda	rcpr_tora	rcpr_toda	rcpr_asda	rcpr_lda
7378	07243.21*H	KY	'H1	50	50	CONC		PERI	H1						38-14-20.3600N	137660.3600N	085-38-19.7900W	308299.7900W	531.0																																							
7379	07243.22*H	KY	'H1	30	30	CONC			H1						38-08-43.8900N	137323.8900N	085-50-12.6900W	309012.6900W	480.0																																							
7380	07243.23*H	KY	'H1	50	50	CONC			H1						38-14-51.6700N	137691.6700N	085-44-36.8700W	308676.8700W	459.3																																							
7381	07243.25*H	KY	'H1	150	150	TURF			H1						38-15-50.1800N	137750.1800N	085-42-37.9000W	308557.9000W	500.0																																							
7382	07243.26*H	KY	'H1	40	40	CONC			H1						38-12-52.0000N	137572.0000N	085-43-21.0000W	308601.0000W	517.0																																							
7383	07243.3*H	KY	'H1	85	85	CONC		PERI	H1						38-06-48.3200N	137208.3200N	085-50-32.2300W	309032.2300W	500.0																																							
7384	07243.33*H	KY	'H1	40	40	CONC		PERI	H1						38-18-58.2400N	137938.2400N	085-34-34.3500W	308074.3500W	679.0																																							
7385	07243.34*H	KY	'H1	47	47	CONC-E		PERI	H1				BSC																																													
7386	07243.4*H	KY	'H1	50	50	CONC		PERI	H1						38-15-00.6400N	137700.6400N	085-45-03.0000W	308703.0000W	526.0																																							
7387	07243.4*H	KY	'H2	55	55	ASPH-CONC			H2						38-14-56.3000N	137696.3000N	085-44-57.9100W	308697.9100W	526.0																																							
7388	07243.41*H	KY	'H1	80	80	ASPH			H1																																																	
7389	07243.42*H	KY	'H1	30	30	CONC			H1																																																	
7390	07243.42*H	KY	'H2	30	30	CONC			H2																																																	
7391	07243.42*H	KY	'H3	30	30	CONC			H3																																																	
7392	07243.44*A	KY	'04/22	1500	80	TURF			04																			22																														
7393	07244.*A	KY	'06/24	4358	75	ASPH-G		MED	06	60.0		False	NPI	F	38-13-31.5308N	137611.5308N	085-40-10.0197W	308410.0197W	544.4	34.0	4.0	848.0	P2L			TREES	37.0	24	240.0		False	NPI	F	38-13-53.3359N	137633.3359N	085-39-22.9164W	308362.9164W	530.9	27.0	3.5	310.0	P2L			TREE	44.0	30.0				4047.0	4357.0	4316.0	3469.0	3509.0	4357.0	4165.0	3856.0
7394	07244.*A	KY	'15/33	3580	75	ASPH-G		MED	15	144.0		False	NPI	G	38-13-52.9232N	137632.9232N	085-40-06.4964W	308406.4964W	538.7	30.0	3.0	206.0	V4L			TREE	18.0	33	324.0		False	NPI	G	38-13-24.4453N	137604.4453N	085-39-39.8701W	308379.8701W	518.8	42.0	3.0	342.0	V4L			TREE	44.0	30.0				3238.0	3579.0	3579.0	3373.0	3373.0	3579.0	3466.0	3125.0
7395	07259.*A	KY	'05/23	6051	100	ASPH-F		HIGH	05	51.0		False	NPI	F	37-21-02.7139N	134462.7139N	087-24-22.9066W	314662.9066W	439.1	35.0	3.0		P4L			TREES	79.0	23	231.0		False	NPI	F	37-21-39.9700N	134499.9700N	087-23-24.2800W	314604.2800W	418.2	41.0	3.0		P4L					75.0	130.0										
7396	07259.01*H	KY	'H1	60	60	CONC		PERI	H1						37-20-29.8700N	134429.8700N	087-29-38.8400W	314978.8400W	460.0																																							
7397	07262.01*H	KY	'H1	40	40	CONC			H1																																																	
7398	07262.31*H	KY	'H1	50	50	ASPH		PERI	H1						37-09-45.3700N	133785.3700N	083-45-42.7000W	301542.7000W	935.0																																							
7399	07264.*A	KY	'07/25	4400	75	ASPH-G		MED	07	66.0			NPI	G	37-20-01.8316N	134401.8316N	088-06-59.9518W	317219.9518W	649.6	30.0	3.0		P4L			TREES	25.0	25	246.0			NPI	G	37-20-19.3173N	134419.3173N	088-06-10.0636W	317170.0636W	627.8	36.0	3.0		P4L			TREES	29.0												
7400	07264.02*H	KY	'H1	60	60	CONC		PERI	H1						37-19-42.5000N	134382.5000N	088-05-33.9000W	317133.9000W	532.0																																							
7401	07267.*A	KY	'01/19	5002	100	ASPH-F		MED	01	4.0		False	NPI	P	36-45-46.0135N	132346.0135N	088-35-07.1993W	318907.1993W	519.2	41.0	3.0		P2L					19	184.0		False	NPI	P	36-46-35.3173N	132395.3173N	088-35-02.4132W	318902.4132W	522.3	35.0	3.0		P4L					30.0											
7402	07267.1*H	KY	'H1	50	50	CONC		PERI	H1						38-38-29.4500N	139109.4500N	083-48-29.7000W	301709.7000W	912.0																																							
7403	07269.02*A	KY	'10/28	2700	50	TURF			10																			28																														
7404	07274.*A	KY	'10/28	3631	75	ASPH-G			10	98.0		False	BSC	P	36-36-39.3335N	131799.3335N	083-44-36.4047W	301476.4047W	1154.1			229.0				TREES	90.0	28	278.0		False	BSC	P	36-36-34.5356N	131794.5356N	083-43-52.2706W	301432.2706W	1139.6			79.0	NSTD			ROAD	12.0	19.0											
7405	07274.01*H	KY	'H1	40	40	CONC			H1						36-36-34.2950N	131794.2950N	083-44-31.6990W	301471.6990W	1140.0																																							
7406	07274.02*H	KY	'H1	50	50	CONC		PERI	H1																																																	
7407	07278.*A	KY	'17/35	2000	60	TURF			17																			35																														
7408	07284.*H	KY	'H1	60	60	CONC		PERI	H1						36-49-09.5400N	132549.5400N	084-52-03.6800W	305523.6800W	923.0																																							
7409	07284.01*A	KY	'03/21	4000	75	ASPH-G		MED	03	36.0		False	NPI	G	36-51-02.9024N	132662.9024N	084-51-36.4322W	305496.4322W	958.6	40.0	3.0		P4L			FENCE	23.0	21	216.0		False	NPI	G	36-51-34.9949N	132694.9949N	084-51-07.6750W	305467.6750W	962.5	40.0	3.0		P4L			TREE	119.0	12.5											
7410	07286.*A	KY	'02/20	5500	100	ASPH-G		MED	02	20.0			NPI	P	38-12-28.3746N	137548.3746N	083-35-26.9642W	300926.9642W	1028.3	30.0	3.0		P4L			TREES	65.0	20	200.0			NPI	P	38-13-19.5840N	137599.5840N	083-35-03.8551W	300903.8551W	1010.4	33.0	3.0		P4L					30.0											
7411	07286.18*H	KY	'H1	40	40	CONC			H1																																																	
7412	07287.14*H	KY	'H1	40	40	CONC			H1																																																	
7413	07292.*A	KY	'17/35	1600	75	TURF			17																			35																														
7414	07292.01*A	KY	'03/21	5000	75	ASPH-G		MED	03	27.0			NPI	G	38-03-07.2909N	136987.2909N	083-59-00.7171W	302340.7171W	1019.3	39.0	4.0		P2L			TREE	81.0	21	207.0			NPI	G	38-03-51.2779N	137031.2779N	083-58-32.2111W	302312.2111W	983.7	57.0	3.0		P2L			TREES	14.0	20.0											
7415	07292.02*H	KY	'H1	40	40	ASPH		PERI	H1						38-03-47.3000N	137027.3000N	083-57-26.3500W	302246.3500W	1033.0																																							
7416	07292.5*H	KY	'H1	40	40	CONC		PERI	H1						37-21-30.0000N	134490.0000N	084-20-10.0000W	303610.0000W	1100.0							PLINES																																
7417	07295.2*A	KY	'05/23	6202	100	ASPH-F	AFSC	MED	05	50.0			NPI	G	36-39-32.7321N	131972.7321N	088-22-51.0935W	318171.0935W	577.3	29.0	3.0		P4L					23	230.0	LOCALIZER		NPI	G	36-40-12.2509N	132012.2509N	088-21-52.8865W	318112.8865W	567.1	38.0	3.5		P4L					30.0											
7418	07295.21*A	KY	'01/19	2100	80	TURF			01																			19																														
7419	07295.23*A	KY	'10/28	2750	60	TURF			10																			28													100.0				PLINE	20.0												
7420	07295.24*H	KY	'H1	50	50	CONC			H1						36-36-26.7400N	131786.7400N	088-18-36.4500W	317916.4500W	525.0							ANT																																
7421	07300.*A	KY	'13/31	2500	100	TURF		LOW	13																			31																														
7422	07300.01*A	KY	'14/32	3100	60	TURF			14																			32																	PLINE	14.0												
7423	07302.*A	KY	'09/27	5488	100	CONC		HIGH	09				NPI	F	37-52-18.2958N	136338.2958N	084-37-12.0962W	304632.0962W	905.2	16.0	4.0	526.0	P4L			PLINE	75.0	27				NPI	F	37-52-14.9325N	136334.9325N	084-36-03.7880W	304563.7880W	897.8	48.0	4.0	508.0	P4L			PLINE	60.0												
7424	07302.01*H	KY	'H1	52	52	CONC			H1						37-53-57.1300N	136437.1300N	084-34-39.6300W	304479.6300W	1011.0																																							
7425	07305.01*A	KY	'16/34	3060	40	ASPH		LOW	16																			34																														
7426	07308.1*A	KY	'06/24	5000	100	ASPH-CONC-F		MED	06	52.0		False	NPI	G	37-44-09.7274N	135849.7274N	087-10-22.8673W	313822.8673W	405.1	45.0	3.0		P2L					24	232.0		False	NPI	G	37-44-40.1780N	135880.1780N	087-09-33.8287W	313773.8287W	403.1	45.0	3.0		P2L					40.0	40.0	40.0		5000.0	5000.0	5000.0	5000.0	5000.0	5000.0	5000.0	5000.0
7427	07308.1*A	KY	'18/36	8000	150	CONC-E	GRVD	HIGH	18	178.0		False	PIR	G	37-44-56.0961N	135896.0961N	087-10-03.9581W	313803.9581W	407.3	53.0	3.0		P4L					36	358.0	ILS	False	PIR	G	37-43-37.0744N	135817.0744N	087-10-00.0018W	313800.0018W	397.2	56.0	3.0		P4L					75.0	150.0	200.0		8000.0	8000.0	8000.0	8000.0	8000.0	8000.0	8000.0	8000.0
7428	07308.12*A	KY	'18/36	2000	100	TURF			18			False																36			False																											
7429	07308.7*A	KY	'17/35	1900	60	TURF			17													100.0				FENCE	5.0	35													486.0				ROAD	44.0												
7430	07308.9*A	KY	'13/31	2300	80	TURF		LOW	13																			31																														
7431	07312.*A	KY	'04/22	6500	150	ASPH-G	GRVD	HIGH	04	44.0	ILS	False	PIR	G	37-03-12.5228N	133392.5228N	088-46-53.3293W	319613.3293W	410.6							POLE	37.0	22	224.0		False	PIR	G	37-03-58.9913N	133438.9913N	088-45-57.9280W	319557.9280W	381.4	50.0	3.0		P4L			TREES	28.0	76.0	99.0	170.0		6500.0	6500.0	6500.0	6500.0	6500.0	6500.0	6500.0	6500.0
7432	07312.*A	KY	'14/32	5499	150	ASPH-G	GRVD	MED	14	139.0		False	NPI	G	37-03-59.2008N	133439.2008N	088-46-41.1907W	319601.1907W	392.3			100.0				TREE	26.0	32	319.0		False	NPI	G	37-03-17.8985N	133397.8985N	088-45-57.0760W	319557.0760W	409.5	40.0	3.0		P4L			TREES	71.0	75.0	100.0	170.0		5499.0	5499.0	5499.0	5399.0	5499.0	5499.0	5324.0	5324.0
7433	07312.01*H	KY	'H1	50	50	MATS		PERI	H1			False			37-04-27.0000N	133467.0000N	088-37-33.0000W	319053.0000W	379.0							BLDG	145.0																															
7434	07312.012*H	KY	'H1	40	40	CONC		PERI	H1						37-03-06.0000N	133386.0000N	088-38-49.0000W	319129.0000W	419.0																																							
7435	07312.8*U	KY	'01/19	1100	45	TURF			01													200.0						19													200.0																	
7436	07313.1*A	KY	'13/31	3070	75	ASPH-G			13			False	BSC	G												TREES	20.0	31			False	BSC	G												TREES	57.0	25.0											
7437	07318.*A	KY	'13/31	2240	75	TURF			13			False														GRAIN BIN		31			False														FENCE													
7438	07318.02*H	KY	'H1	50	50	CONC		PERI	H1						38-13-14.0000N	137594.0000N	084-14-21.5500W	303261.5500W	860.0							BLDG																																
7439	07318.05*H	KY	'H1	40	40	CONC-F			H1						38-09-31.7600N	137371.7600N	084-10-49.2100W	303049.2100W	875.0																																							
7440	07318.1*A	KY	'17/35	1300	50	TURF			17			False																35			False														TREES	35.0												
7441	07318.2*A	KY	'07/25	2200	60	TURF			07																			25																														
7442	07318.3*A	KY	'16/34	2800	75	TURF			16																			34																	TREES	40.0												
7443	07324.*A	KY	'15/33	1600	100	TURF			15																			33																	TREES	50.0												
7444	07337.1*A	KY	'02/20	3455	75	ASPH-L			02	16.0					37-33-32.2460N	135212.2460N	082-33-44.8459W	297224.8459W	1470.2									20	196.0					37-34-05.0705N	135245.0705N	082-33-32.9923W	297212.9923W	1458.4									12.0											
7445	07337.1*A	KY	'09/27	5356	100	ASPH-G		HIGH	09	87.0			NPI	F	37-33-37.1408N	135217.1408N	082-34-45.4193W	297285.4193W	1448.1	35.0	3.0	350.0	P4L					27	267.0	ILS/DME		PIR	F	37-33-39.9839N	135219.9839N	082-33-38.9981W	297218.9981W	1464.4	47.0	3.0	350.0	P4L			TREES	27.0	30.0				5350.0	5350.0	5000.0	4650.0	5350.0	5350.0	5000.0	4650.0
7446	07337.12*H	KY	'H1	44	44	CONC		PERI	H1						37-28-15.5600N	134895.5600N	082-31-19.4400W	297079.4400W	819.0																																							
7447	07339.*A	KY	'04/22	2999	75	ASPH-G		MED	04	35.0		False	BSC	G	36-41-31.2448N	132091.2448N	084-23-40.0202W	303820.0202W	1370.4	20.0	4.0		P2L			TREES	82.0	22	215.0		False	BSC	G	36-41-55.4898N	132115.4898N	084-23-18.8192W	303798.8192W	1341.9	24.0	3.0		P2L					8.0											
7448	07342.0*H	KY	'H1	40	40	CONC			H1						36-45-50.0000N	132350.0000N	083-42-25.4000W	301345.4000W	1019.0																																							
7449	07344.0*A	KY	'15/33	1494	88	TURF			15													425.0				TREE	43.0	33													332.0				TREE	21.0												
7450	07345.*A	KY	'03/21	5000	100	ASPH-G		MED	03	31.0			NPI	G	37-44-42.5071N	135882.5071N	082-38-28.1445W	297508.1445W	1169.9	47.0	4.0		P2L			TREE	21.0	21	211.0			NPI	G	37-45-24.8334N	135924.8334N	082-37-55.9946W	297475.9946W	1221.3	31.0	3.0		P2L					30.0											
7451	07345.09*H	KY	'H1	40	40	CONC			H1																																																	
7452	07346.01*H	KY	'H1	40	40	CONC		PERI	H1						37-06-46.2600N	133606.2600N	087-54-33.7000W	316473.7000W	522.0																																							
7453	07346.1*A	KY	'05/23	4099	76	ASPH-F		MED	05			False	NPI	P	37-06-40.6902N	133600.6902N	087-51-44.0449W	316304.0449W	584.3	29.0	3.25		P2L			BERM	11.0	23			False	NPI	F	37-07-08.2613N	133628.2613N	087-51-06.9467W	316266.9467W	541.0	32.0	3.0		P2L					12.0											
7454	07347.5*A	KY	'16/34	3800	70	ASPH-F		MED	16	165.0		False	BSC	G	37-25-44.9387N	134744.9387N	087-44-15.7569W	315855.7569W	377.0									34	345.0		False	BSC	G	37-25-08.7226N	134708.7226N	087-44-03.1820W	315843.1820W	395.0							TREES	91.0	7.5											
7455	07350.*A	KY	'18/36	5001	100	ASPH-F		MED	18	175.0			NPI	F	37-38-18.1315N	135498.1315N	084-19-59.6961W	303599.6961W	965.0	40.0	3.0		P4L					36	355.0			NPI	F	37-37-28.9063N	135448.9063N	084-19-53.8748W	303593.8748W	1002.5	27.0	3.0		P4L			GND	13.0	12.5											
7456	07350.01*H	KY	'H1	100	100	CONC			H1						37-40-34.9100N	135634.9100N	084-13-59.1000W	303239.1000W	1000.0																																							
7457	07350.02*A	KY	'18/36	2000	125	TURF-G			18																			36																	PLINE	40.0												
7458	07355.3*A	KY	'15/33	1600	65	TURF			15																			33																														
7459	07357.01*H	KY	'H1	50	50	CONC		PERI	H1						38-30-44.5000N	138644.5000N	082-41-13.9500W	297673.9500W	665.0																																							
7460	07357.1*A	KY	'07/25	4500	75	ASPH-G		MED	07	63.0		False	NPI	G	36-47-48.6343N	132468.6343N	086-49-04.0526W	312544.0526W	691.7	39.0	3.0		P2L					25	243.0		False	NPI	G	36-48-08.5057N	132488.5057N	086-48-14.5486W	312494.5486W	655.1	43.0	3.0		P2L			TREES	8.0	12.5											
7461	07358.18*H	KY	'H1	60	40	CONC			H1						37-03-25.4000N	133405.4000N	085-04-03.0000W	306243.0000W	1111.0																																							
7462	07359.*A	KY	'17/35	2000	75	TURF			17																			35																	TREES	80.0												
7463	07359.1*A	KY	'16/34	1700	100	TURF		LOW	16																			34																														
7464	07360.*H	KY	'H1	50	50	CONC		PERI	H1						37-15-46.8600N	134146.8600N	088-13-39.5600W	317619.5600W	420.0																																							
7465	07360.5*A	KY	'03/21	1400	60	TURF			03																			21																														
7466	07362.12*A	KY	'05/23	2000	75	TURF-G			05																			23																														
7467	07362.13*A	KY	'01/19	2250	75	TURF			01																			19																														
7468	07363.01*A	KY	'15/33	2100	85	TURF-G			15																			33																														
7469	07365.*A	KY	'03/21	1600	50	TURF-G			03																			21																														
7470	07367.13*H	KY	'H1	50	50	CONC			H1																																																	
7471	07368.*A	KY	'05/23	5801	100	ASPH-G		MED	05	43.0	ILS/DME	False	PIR	G	37-02-51.9345N	133371.9345N	084-37-20.6620W	304640.6620W	910.8	46.0	4.0	514.0	P4R			TREE	49.0	23	223.0		False	NPI	G	37-03-33.9543N	133413.9543N	084-36-31.9527W	304591.9527W	921.0	53.0	4.0	300.0	P4L			TREES	338.0	40.0	70.0	125.0		5800.0	5800.0	5800.0	5287.0	5800.0	5800.0	5800.0	5500.0
7472	07368.01*H	KY	'H1	35	35	CONC-G		NSTD	H1						37-05-07.6000N	133507.6000N	084-37-16.3500W	304636.3500W	1014.0																																							
7473	07368.1*A	KY	'09/27	2400	75	TURF			09																			27																														
7474	07368.11*H	KY	'H1	50	50	ASPH			H1																																																	
7475	07369.3*A	KY	'06/24	2100	100	TURF-F			06			False														TREE	50.0	24			False														TREE	10.0												
7476	07369.3*A	KY	'14/32	2250	90	TURF-F			14			False														TREES	30.0	32			False														FENCE	12.0												
7477	07369.31*A	KY	'11/29	5001	75	ASPH-E		MED	11	105.0		False	NPI	G	37-38-06.9547N	135486.9547N	085-15-00.6215W	306900.6215W	821.9	36.0	3.0	125.0	P4L					29	285.0		False	NPI	G	37-37-54.0790N	135474.0790N	085-14-00.6073W	306840.6073W	871.0	27.0	3.3	200.0	P4L			TREE	23.0												
7478	07369.55*A	KY	'01/19	2100	100	TURF			01																			19																	TREES	30.0												
7479	07369.56*H	KY	'H1	42	42	CONC		PERI	H1						37-32-31.1700N	135151.1700N	084-39-11.2900W	304751.2900W	940.0							POLE																																
7480	07369.71*A	KY	'06/24	2996	70	ASPH-G		MED	06			False	BSC	G	37-50-53.0635N	136253.0635N	083-51-01.9263W	301861.9263W	647.3	25.0	3.5	431.0	P2L			TREES	13.0	24			False	BSC	G	37-51-05.5719N	136265.5719N	083-50-28.0742W	301828.0742W	651.1			221.0				ROAD	8.0	8.0					2890.0	2990.0	2460.0		2770.0	2990.0	2550.0
7481	07374.*A	KY	'01/19	5000	75	ASPH-G		MED	01	3.0		False	NPI	G	37-32-05.6700N	135125.6700N	087-57-17.3658W	316637.3658W	372.1	45.0	3.0		P4L					19	183.0		False	NPI	G	37-32-55.0297N	135175.0297N	087-57-13.9508W	316633.9508W	370.0	30.0	3.5		P4L					30.0	50.0										
7482	07374.5*A	KY	'15/33	2000	60	TURF			15																			33																														
7483	07374.51*A	KY	'14/32	1500	200	TURF			14			False														PLINE	70.0	32			True														PLINE	40.0												
7484	07375.*A	KY	'04/22	4000	75	ASPH-G		MED	04	34.0			NPI	G	36-43-28.2362N	132208.2362N	085-39-22.4584W	308362.4584W	1015.3	41.0	3.75		P2L			TREES	116.0	22	214.0			NPI	G	36-44-00.8467N	132240.8467N	085-38-54.6642W	308334.6642W	1036.2	30.0	3.0		P2L			TREES	35.0	12.0											
7485	07375.01*H	KY	'H1	50	40	ASPH		PERI	H1						36-41-53.2080N	132113.2080N	085-40-34.9010W	308434.9010W	970.0																																							
7486	07376.*A	KY	'18/36	2800	90	TURF-G			18			False														TREES	40.0	36			False														PLINE	75.0												
7487	07376.01*A	KY	'11/29	1300	50	TURF			11																			29																	TREES	35.0												
7488	07378.*A	KY	'08/26	1600	60	TURF			08																			26																														
7489	07378.01*A	KY	'05/23	1800	100	TURF			05																			23																														
7490	07380.*A	KY	'11/29	2700	60	TURF			11																	PLINE	25.0	29																														
7491	07382.21*H	KY	'H1	36	36	CONC		NSTD	H1				BSC	G	38-51-10.7000N	139870.7000N	084-36-59.7000W	304619.7000W	850.0																																							
7492	07383.*A	KY	'18/36	1600	100	TURF-F			18																			36																														
7493	07384.1*A	KY	'07/25	2400	60	ASPH-G			07	71.0		False	BSC	G	37-54-48.0400N	136488.0400N	083-15-21.1300W	299721.1300W	883.0							TREES	40.0	25	251.0		False	BSC	G	37-54-55.8800N	136495.8800N	083-14-52.8600W	299692.8600W	926.0							TREES	26.0	9.0											
7494	07386.*A	KY	'06/24	750	70	TURF			06																	HILL		24																	TREES													
7495	07387.01*H	KY	'H1	32	32	CONC		PERI	H1						37-06-51.0300N	133611.0300N	082-48-45.8400W	298125.8400W	1220.0																																							
7496	07388.*A	KY	'02/20	5499	100	ASPH-G		MED	02	18.0			NPI	G	36-47-16.1226N	132436.1226N	084-12-08.6230W	303128.6230W	1155.4	35.0	3.17		P4L			TREES	39.0	20	198.0	LOC/DME		NPI	G	36-48-07.8702N	132487.8702N	084-11-47.9019W	303107.9019W	1177.7	30.0	3.17		P4L			TREES	15.0	30.0	45.0										
7497	07388.1*A	KY	'06/24	1500	50	ASPH-TURF			06																	PLINE		24																														
7498	07389.01*H	KY	'H1	30	30	CONC			H1						38-38-46.9800N	139126.9800N	084-34-42.4900W	304482.4900W	956.0																																							
7499	07389.02*H	KY	'H1	40	40	CONC		PERI	H1																																																	
7500	07390.19*A	KY	'17/35	1730	60	TURF			17																			35																														
7501	07390.33*A	KY	'02/20	2800	70	TURF			02																	PLINE	25.0	20																														
7502	07403.*A	LA	'09/27	5000	250	TURF			09			False														BARN		27			False														BRUSH													
7503	07403.1*A	LA	'09/27	2600	150	TURF			09																			27																	TOWER	50.0												
7504	07403.11*H	LA	'H1	60	60	CONC		PERI	H1						29-58-27.7000N	107907.7000N	092-06-30.3600W	331590.3600W	13.0																																							
